indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
———————————,187,subspecies,-2382271,A.Cercartetus caudatus caudatus,EOL-000000627719,B.Cercartetus caudatus caudatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,188,subspecies,-2382272,A.Cercartetus caudatus macrurus,EOL-000000627720,B.Cercartetus caudatus macrurus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,189,species,-2328544,A.Cercartetus lepidus,EOL-000000627721,B.Cercartetus lepidus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,190,species,-2328545,A.Cercartetus concinnus,EOL-000000627722,B.Cercartetus concinnus,=,,,,scientificName,source; taxonomicStatus,
———————————,191,subspecies,-2382274,A.Cercartetus concinnus concinnus,EOL-000000627723,B.Cercartetus concinnus concinnus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,192,subspecies,-2382273,A.Cercartetus concinnus minor,EOL-000000627724,B.Cercartetus concinnus minor,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,193,species,-2328546,A.Cercartetus nanus,EOL-000000627725,B.Cercartetus nanus,=,,,,scientificName,source; taxonomicStatus,
———————————,194,subspecies,-2382276,A.Cercartetus nanus unicolor,EOL-000000627726,B.Cercartetus nanus unicolor,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,195,subspecies,-2382275,A.Cercartetus nanus nanus,EOL-000000627727,B.Cercartetus nanus nanus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
————————,196,family,-1870397,A.Phalangeridae,EOL-000000627728,B.Phalangeridae,=,,,,scientificName,source; taxonomicStatus,
—————————,197,genus,-2228057,A.Trichosurus,EOL-000000627729,B.Trichosurus,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,198,species,-2328520,A.Trichosurus caninus nigrans,EOL-000000627730,B.Trichosurus caninus,=,,,,EOLid,source; taxonomicStatus; canonicalName; scientificName,shared tip
——————————,199,species,-2328527,A.Trichosurus johnstonii,EOL-000000627731,B.Trichosurus johnstonii,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,200,species,-2328524,A.Trichosurus cunninghami,EOL-000000627732,B.Trichosurus cunninghami,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,201,species,-2328529,A.Trichosurus vulpecula,EOL-000000627733,B.Trichosurus vulpecula,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
——————————,202,species,-2328526,A.Trichosurus arnhemensis,EOL-000000627734,B.Trichosurus arnhemensis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,203,genus,-2228055,A.Strigocuscus,EOL-000000627735,B.Strigocuscus,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,204,species,-2328512,A.Strigocuscus celebensis,EOL-000000627736,B.Strigocuscus celebensis,=,,,,scientificName,source; taxonomicStatus,
———————————,205,subspecies,-2382261,A.Strigocuscus celebensis sangirensis,EOL-000000627737,B.Strigocuscus celebensis sangirensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,206,subspecies,-2382263,A.Strigocuscus celebensis celebensis,EOL-000000627738,B.Strigocuscus celebensis celebensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,207,subspecies,-2382262,A.Strigocuscus celebensis feileri,EOL-000000627739,B.Strigocuscus celebensis feileri,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,208,species,-2328510,A.Strigocuscus pelengensis,EOL-000000627740,B.Strigocuscus pelengensis,=,,,,scientificName,source; taxonomicStatus,
———————————,209,subspecies,-2382259,A.Strigocuscus pelengensis mendeni,EOL-000000627741,B.Strigocuscus pelengensis mendeni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,210,subspecies,-2382260,A.Strigocuscus pelengensis pelengensis,EOL-000000627742,B.Strigocuscus pelengensis pelengensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,211,genus,-2228056,A.Spilocuscus,EOL-000000627743,B.Spilocuscus,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,212,species,-2328518,A.Spilocuscus maculatus,EOL-000000627744,B.Spilocuscus maculatus,=,,,,canonicalName,source; taxonomicStatus; scientificName,
———————————,213,subspecies,-2382265,A.Spilocuscus maculatus maculatus,EOL-000000627745,B.Spilocuscus maculatus maculatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,214,subspecies,-2382266,A.Spilocuscus maculatus nudicaudatus,EOL-000000627746,B.Spilocuscus maculatus nudicaudatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,215,subspecies,-2382267,A.Spilocuscus maculatus goldiei,EOL-000000627747,B.Spilocuscus maculatus goldiei,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,216,subspecies,-2382264,A.Spilocuscus maculatus chrysorrhous,EOL-000000627748,B.Spilocuscus maculatus chrysorrhous,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,217,species,-2328515,A.Spilocuscus rufoniger,EOL-000000627749,B.Spilocuscus rufoniger,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,218,species,-2328516,A.Spilocuscus papuensis,EOL-000000627750,B.Spilocuscus papuensis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,219,species,-2328517,A.Spilocuscus kraemeri,EOL-000000627751,B.Spilocuscus kraemeri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,220,genus,,,EOL-000000627752,B.Wyulda,~,-2328506,A.Wyulda squamicaudata,,monotypic-inversion,,
——————————,221,species,-2328506,A.Wyulda squamicaudata,EOL-000000627753,B.Wyulda squamicaudata,=,,,moved,scientificName,source; taxonomicStatus,shared tip
—————————,222,genus,-2228052,A.Ailurops,EOL-000000627754,B.Ailurops,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,223,species,-2328482,A.Ailurops melanotis,EOL-000000627755,B.Ailurops melanotis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,224,species,-2328484,A.Ailurops ursinus,EOL-000000627756,B.Ailurops ursinus,=,,,,scientificName,source; taxonomicStatus,
———————————,225,subspecies,-2382240,A.Ailurops ursinus flavissimus,EOL-000000627757,B.Ailurops ursinus flavissimus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,226,subspecies,-2382238,A.Ailurops ursinus furvus,EOL-000000627758,B.Ailurops ursinus furvus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,227,subspecies,-2382241,A.Ailurops ursinus togianus,EOL-000000627759,B.Ailurops ursinus togianus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,228,subspecies,-2382239,A.Ailurops ursinus ursinus,EOL-000000627760,B.Ailurops ursinus ursinus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,229,genus,-2228053,A.Phalanger,EOL-000000627761,B.Phalanger,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,230,species,-2328485,A.Phalanger orientalis,EOL-000000627762,B.Phalanger orientalis,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———————————,231,subspecies,-2382245,A.Phalanger orientalis orientalis,EOL-000000627763,B.Phalanger orientalis orientalis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,232,subspecies,-2382244,A.Phalanger orientalis breviceps,EOL-000000627764,B.Phalanger orientalis breviceps,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,233,species,-2328494,A.Phalanger alexandrae,EOL-000000627765,B.Phalanger alexandrae,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,234,species,-2328492,A.Phalanger rothschildi,EOL-000000627766,B.Phalanger rothschildi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,235,species,-2328504,A.Phalanger mimicus,EOL-000000627767,B.Phalanger mimicus,=,,,,scientificName,source; taxonomicStatus,
———————————,236,subspecies,-2382255,A.Phalanger mimicus peninsulae,EOL-000000627768,B.Phalanger mimicus peninsulae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,237,subspecies,-2382256,A.Phalanger mimicus mimicus,EOL-000000627769,B.Phalanger mimicus mimicus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,238,species,-2328488,A.Phalanger matabiru,EOL-000000627770,B.Phalanger matabiru,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,239,species,-2328487,A.Phalanger ornatus,EOL-000000627771,B.Phalanger ornatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,240,species,-2328498,A.Phalanger sericeus,EOL-000000627772,B.Phalanger sericeus,=,,,,scientificName,source; taxonomicStatus,
———————————,241,subspecies,-2382250,A.Phalanger sericeus sericeus,EOL-000000627773,B.Phalanger sericeus sericeus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,242,subspecies,-2382249,A.Phalanger sericeus occidentalis,EOL-000000627774,B.Phalanger sericeus occidentalis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,243,species,-2328497,A.Phalanger lullulae,EOL-000000627775,B.Phalanger lullulae,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,244,species,-2328490,A.Phalanger vestitus,EOL-000000627776,B.Phalanger vestitus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,245,species,-2328503,A.Phalanger carmelitae,EOL-000000627777,B.Phalanger carmelitae,=,,,,scientificName,source; taxonomicStatus,
———————————,246,subspecies,-2382254,A.Phalanger carmelitae carmelitae,EOL-000000627778,B.Phalanger carmelitae carmelitae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,247,subspecies,-2382253,A.Phalanger carmelitae coccygis,EOL-000000627779,B.Phalanger carmelitae coccygis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,248,species,-2328501,A.Phalanger gymnotis,EOL-000000627780,B.Phalanger gymnotis,=,,,,canonicalName,source; taxonomicStatus; scientificName,
———————————,249,subspecies,-2382251,A.Phalanger gymnotis gymnotis,EOL-000000627781,B.Phalanger gymnotis gymnotis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,250,subspecies,-2382252,A.Phalanger gymnotis leucippus,EOL-000000627782,B.Phalanger gymnotis leucippus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,251,species,-2328500,A.Phalanger intercastellanus,EOL-000000627783,B.Phalanger intercastellanus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,252,species,-2328491,A.Phalanger matanim,EOL-000000627784,B.Phalanger matanim,=,,,,scientificName,source; taxonomicStatus,shared tip
————————,253,family,-1870398,A.Ektopodontidae,EOL-000000627785,B.Ektopodontidae,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
————————,254,family,-1870400,A.Miralinidae,EOL-000000627786,B.Miralinidae,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
———————,255,superfamily,-1599218,A.Petauroidea,EOL-000000627787,B.Petauroidea,=,,,,scientificName,source; taxonomicStatus,
————————,256,family,-1870403,A.Pilkipildridae,EOL-000000627788,B.Pilkipildridae,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
————————,257,family,,,EOL-000000627789,B.Tarsipedidae,~,-2328587,A.Tarsipes rostratus,,monotypic-inversion,,
—————————,258,genus,,,EOL-000000627790,B.Tarsipes,~,-2328587,A.Tarsipes rostratus,,monotypic-inversion,,
